,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños
10,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-16,"No van a renunciar porque van igualmente en la lista. Y claro que tomarán posesión. ¿Qué palabra tiene un asesino?

La misma que los otros 37 cooperadores necesarios de los asesinatos, secuestros y extorsiones. Son igualmente culpables y así los condena la ley.https://elmundo.es/pais-vasco/2023/05/16/64632c5ce4d4d85f4f8b45a0.html","no van a renunciar porque van igualmente en la lista. y claro que tomaran posesion. ?que palabra tiene un asesino?  la misma que los otros 37 cooperadores necesarios de los asesinatos, secuestros y extorsiones. son igualmente culpables y asi los condena la ley.",negative,0,0.9556507,0.030133193,0.014216188,False,False,False,False,False,834200,1950,0.0023375689283145528,2568,0.0030783984655957802,8452,0.010131862862622873,1586985,0.4734,70
11,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-16,"
A partir de las 21:45h, no te pierdas a la presidenta 
@IdiazAyuso
 en el debate de 
@telemadrid
. 

#DebateTM #YoConAyuso 

📲 Síguelo en directo: http://bit.ly/39NgN3r","a partir de las 21:45h, no te pierdas a la presidenta    en el debate de   .   #debatetm #yoconayuso    siguelo en directo: ",neutral,1,0.07058419,0.8627209,0.06669484,False,True,False,True," @ppmadrid
",737000,394,0.0005345997286295794,309,0.00041926729986431477,922,0.0012510176390773406,1586985,0.4734,70
12,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-17,"El campeón del mundo de judo es mostoleño. 
@FranGarrigos1
, junto a la escuela Dojo Quino, de Brunete, ha traído 🥇 para todos los españoles. 

Enhorabuena por tu éxito y gracias por tu ejemplo para tantos niños, jóvenes y futuros deportistas.","el campeon del mundo de judo es mostoleno.   , junto a la escuela dojo quino, de brunete, ha traido  para todos los espanoles.   enhorabuena por tu exito y gracias por tu ejemplo para tantos ninos, jovenes y futuros deportistas.",positive,2,0.018643571,0.014389182,0.9669672,False,True,False,False,False,53000,89,0.0016792452830188679,222,0.0041886792452830186,1164,0.021962264150943395,1586985,0.4734,70
13,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-17,"Consejo de Gobierno:

-125 millones programa de préstamo gratuito de libros de texto.

-2.275 plazas en el nuevo colegio público de El Cañaveral y ampliaciones en Parla, Madrid y Leganés.

-75 millones más para plazas para mayores de 18 años con síndrome espectro autista.","consejo de gobierno:  -125 millones programa de prestamo gratuito de libros de texto.  -2.275 plazas en el nuevo colegio publico de el canaveral y ampliaciones en parla, madrid y leganes.  -75 millones mas para plazas para mayores de 18 anos con sindrome espectro autista.",positive,2,0.2690275,0.24197741,0.48899513,False,False,False,False,False,138000,417,0.0030217391304347826,329,0.002384057971014493,1107,0.008021739130434783,1586985,0.4734,70
14,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-17,"La Sanidad de Madrid, a la cabeza de Europa en pruebas diagnósticas.","la sanidad de madrid, a la cabeza de europa en pruebas diagnosticas.",negative,0,0.51591074,0.20995107,0.27413818,False,True,True,False,https://www.larazon.es/,237800,807,0.003393608074011775,958,0.0040285954583683765,3748,0.015761143818334735,1586985,0.4734,70
15,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-18,"La Comunidad de Madrid registra un fuerte crecimiento de su economía en el primer trimestre del año: 1,3% con respecto al anterior. 

Recuperó en 2022 toda la riqueza perdida durante la pandemia.

Libertad, estabilidad y seguridad jurídica. 

Con 🫰🏼GANAS","la comunidad de madrid registra un fuerte crecimiento de su economia en el primer trimestre del ano: 1,3% con respecto al anterior.   recupero en 2022 toda la riqueza perdida durante la pandemia.  libertad, estabilidad y seguridad juridica.   con ganas",positive,2,0.035514694,0.03352461,0.9309608,False,False,False,False,False,209700,856,0.004082021936099189,686,0.0032713400095374344,2800,0.01335240820219361,1586985,0.4734,70
16,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-19,"Con los vecinos de Parla y muchas ganas de un nuevo ayuntamiento que solucione los problemas de ocupación, empleo y limpieza.

El sur de Madrid necesita un cambio.

Lo conseguiremos con más 🫰🏼GANAS que nunca.","con los vecinos de parla y muchas ganas de un nuevo ayuntamiento que solucione los problemas de ocupacion, empleo y limpieza.  el sur de madrid necesita un cambio.  lo conseguiremos con mas ganas que nunca.",positive,2,0.051427554,0.04493406,0.90363836,False,True,False,False,False,122700,490,0.003993480032599837,425,0.0034637326813365932,1878,0.015305623471882641,1586985,0.4734,70
17,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-19,"🔴 Activamos bombardero de #BomberosCM para ayudar en la extinción del #IFPinofranqueado.

Todo nuestro apoyo a los cacereños.",activamos bombardero de #bomberoscm para ayudar en la extincion del #ifpinofranqueado.  todo nuestro apoyo a los cacerenos.,positive,2,0.073295996,0.099989735,0.8267143,False,False,False,False,False,191000,211,0.0011047120418848167,362,0.0018952879581151832,2082,0.010900523560209424,1586985,0.4734,70
18,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-21,El cambio es imparable.,el cambio es imparable.,positive,2,0.0673859,0.0530027,0.87961143,False,True,False,True," @NunezFeijoo
",233700,857,0.0036670945656824988,815,0.0034873769790329484,2246,0.00961061189559264,1586985,0.4734,70
19,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-22,"Ayuso anuncia en #EntrevistasABC un plan de Educación «libre, plural y de calidad» que priorice los contenidos sobre la ideología.","ayuso anuncia en #entrevistasabc un plan de educacion <<libre, plural y de calidad>> que priorice los contenidos sobre la ideologia.",positive,2,0.11635182,0.33893612,0.54471207,False,True,False,True," @abc_es
",39400,54,0.0013705583756345179,123,0.0031218274111675126,377,0.009568527918781726,1586985,0.4734,70
20,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-22,Ganas de Madrid con ganas.,ganas de madrid con ganas.,positive,2,0.080278195,0.046978217,0.8727436,False,True,False,False,False,97400,324,0.0033264887063655033,341,0.0035010266940451746,1770,0.018172484599589322,1586985,0.4734,70
21,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,Orgullosos de la mejor sanidad de Europa.,orgullosos de la mejor sanidad de europa.,positive,2,0.041757517,0.036059733,0.9221828,False,True,True,False,https://www.20minutos.es,297600,1056,0.0035483870967741938,977,0.003282930107526882,3899,0.013101478494623656,1586985,0.4734,70
22,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,"El 
@RMBaloncesto
 es doblemente grande: por sus éxitos deportivos y por su compromiso con los valores que nos hacen grandes. 

Gracias por traernos a casa la 11ª Copa de Europa y por haber llevado tan alto el nombre de Madrid y de España.",el    es doblemente grande: por sus exitos deportivos y por su compromiso con los valores que nos hacen grandes.   gracias por traernos a casa la 11a copa de europa y por haber llevado tan alto el nombre de madrid y de espana.,positive,2,0.030543473,0.022459457,0.94699705,False,True,False,False,False,96100,139,0.0014464099895941727,318,0.0033090530697190428,1499,0.015598335067637878,1586985,0.4734,70
23,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,"Quiero el mejor sur de la Comunidad de Madrid, con los mejores servicios públicos y en torno a unos valores, a una forma de ver la vida. Por el esfuerzo, el trabajo, la libertad y la vida.","quiero el mejor sur de la comunidad de madrid, con los mejores servicios publicos y en torno a unos valores, a una forma de ver la vida. por el esfuerzo, el trabajo, la libertad y la vida.",positive,2,0.048141513,0.06283212,0.88902634,False,True,False,False,False,132600,566,0.004268476621417798,406,0.00306184012066365,1880,0.014177978883861237,1586985,0.4734,70
24,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-24,"Una gran universidad, un excelente hospital público, colegios, institutos, centros de salud, Metro… 

El PP ha llevado los mejores servicios a Móstoles.

Pido una amplia mayoría para el mejor Madrid.","una gran universidad, un excelente hospital publico, colegios, institutos, centros de salud, metro...   el pp ha llevado los mejores servicios a mostoles.  pido una amplia mayoria para el mejor madrid.",positive,2,0.15679516,0.059332997,0.7838719,False,True,False,False,False,108800,377,0.003465073529411765,347,0.003189338235294118,1639,0.015064338235294118,1586985,0.4734,70
25,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-25,"Se persigue a los castellanohablantes en su propio país. Sánchez permite que los nacionalistas incumplan las sentencias que amparan a personas, familias y empresas. Los que ahora gritan que “España es machista, racista, homófoba” callan desde hace décadas.","se persigue a los castellanohablantes en su propio pais. sanchez permite que los nacionalistas incumplan las sentencias que amparan a personas, familias y empresas. los que ahora gritan que ""espana es machista, racista, homofoba"" callan desde hace decadas.",negative,0,0.943844,0.037156098,0.018999955,False,True,True,False,https://theobjective.com/,328100,998,0.0030417555623285584,1192,0.0036330387077110637,3350,0.010210301737275222,1586985,0.4734,70
26,pp,4,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-26,"Entrevista en 
@20m
: 

El domingo hay que ir a votar masivamente.",entrevista en   :   el domingo hay que ir a votar masivamente.,neutral,1,0.04634123,0.92568564,0.0279731,False,True,True,False, @20m,131800,678,0.005144157814871017,653,0.004954476479514416,2600,0.019726858877086494,1586985,0.4734,70
27,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"El 28 de mayo hay un voto que #CuidaLoTuyo
El 28 de mayo #VotaSeguro

¡Vota a VOX!

@monasterioR
 
@Ortega_Smith",el 28 de mayo hay un voto que #cuidalotuyo el 28 de mayo #votaseguro  !vota a vox!,positive,2,0.12385888,0.14508608,0.731055,False,True,False,True, @VOX_AytoMadrid,10300,9,0.0008737864077669903,126,0.012233009708737865,243,0.023592233009708738,245215,0.0731,11
28,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"El próximo 28 de mayo ya hay una verdadera alternativa en Madrid con 
@monasterioR
 y 
@Ortega_Smith
.

¡Vota a VOX!

#CuidaLoTuyo
#VotaSeguro",el proximo 28 de mayo ya hay una verdadera alternativa en madrid con    y   .  !vota a vox!  #cuidalotuyo #votaseguro,positive,2,0.104098454,0.10121494,0.79468656,False,True,False,True, @VOX_AytoMadrid,7014,8,0.0011405759908753922,75,0.0106928999144568,164,0.023381807812945538,245215,0.0731,11
29,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Primer acto de campaña en Mercamadrid para apoyar a la España que madruga.

Si VOX gobierna el 28 de mayo, las empresas y los trabajadores de aquí tendrán prioridad sobre los de fuera y los autónomos podrán elegir dos meses al año con cuota bonificada.

#VotaSeguro","primer acto de campana en mercamadrid para apoyar a la espana que madruga.  si vox gobierna el 28 de mayo, las empresas y los trabajadores de aqui tendran prioridad sobre los de fuera y los autonomos podran elegir dos meses al ano con cuota bonificada.  #votaseguro",negative,0,0.7884366,0.10018722,0.111376144,False,True,False,False,False,16500,38,0.002303030303030303,247,0.01496969696969697,480,0.02909090909090909,245215,0.0731,11
30,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Después de muchos meses denunciando el problema desde Vox es un primer paso que se reconozca:

“Madrid tiene un problema en Batán”

Cerremos el centro de Menas. 

https://larazon.es/madrid/madrid-tiene-problema-seguridad-batan_20230511645cebbaea3194000175c48b.html vía 
@larazon_es","despues de muchos meses denunciando el problema desde vox es un primer paso que se reconozca:  ""madrid tiene un problema en batan""  cerremos el centro de menas.    via",negative,0,0.5449588,0.18112797,0.27391323,False,True,True,False, @larazon_es,15900,65,0.004088050314465409,419,0.026352201257861634,936,0.05886792452830188,245215,0.0731,11
31,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,En Mercamadrid lo tienen claro,en mercamadrid lo tienen claro,negative,0,0.60387087,0.21676508,0.17936404,False,True,False,True," @RuizBartolome_
",17000,16,0.0009411764705882353,202,0.01188235294117647,508,0.02988235294117647,245215,0.0731,11
32,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,¡Nos vemos esta tarde!,!nos vemos esta tarde!,positive,2,0.009986741,0.22731471,0.76269853,False,True,False,False,False,10800,72,0.006666666666666667,103,0.009537037037037037,227,0.02101851851851852,245215,0.0731,11
33,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Por desgracias esto no es un caso aislado, es el día a día en muchos barrios y municipios abandonados por la Administración.

El 28 de mayo se va a terminar la permisividad con los okupas.","por desgracias esto no es un caso aislado, es el dia a dia en muchos barrios y municipios abandonados por la administracion.  el 28 de mayo se va a terminar la permisividad con los okupas.",negative,0,0.8992874,0.06944611,0.03126641,False,False,True,False," @gaceta_es
",9959,18,0.001807410382568531,143,0.014358871372627775,254,0.025504568731800382,245215,0.0731,11
34,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Descubre 'El Debate conversa', un nuevo programa del canal Enfamilia con entrevistas en profundidad a personas de referencia en España Rocío Monasterio es la primera invitada al nuevo programa de conversaciones que produce este periódico","descubre 'el debate conversa', un nuevo programa del canal enfamilia con entrevistas en profundidad a personas de referencia en espana rocio monasterio es la primera invitada al nuevo programa de conversaciones que produce este periodico",neutral,1,0.13727227,0.6323018,0.23042588,False,True,False,True," @eldebate_com
",5975,3,0.0005020920502092051,37,0.006192468619246862,60,0.0100418410041841,245215,0.0731,11
35,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Hoy en San Blas. Se acercan jóvenes a apoyarnos, están cansados de la inseguridad en las calles. 
Sin seguridad no hay libertad. 
Sólo queda Vox.","hoy en san blas. se acercan jovenes a apoyarnos, estan cansados de la inseguridad en las calles.  sin seguridad no hay libertad.  solo queda vox.",negative,0,0.95552105,0.026948996,0.017529912,False,True,False,False,False,18200,61,0.0033516483516483515,254,0.013956043956043955,600,0.03296703296703297,245215,0.0731,11
36,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"📸 Más de 6.000 personas arropan a 
@Santi_ABASCAL
 y a nuestros candidatos 
@FloresJuberias
 y 
@JuanmaBadenas
 en el inicio de campaña de 
@vox_es
 en Valencia.

¡VOX no va a permitir que la Comunidad Valenciana sea una colonia del separatismo catalán!",mas de 6.000 personas arropan a    y a nuestros candidatos    y    en el inicio de campana de    en valencia.  !vox no va a permitir que la comunidad valenciana sea una colonia del separatismo catalan!,negative,0,0.9302064,0.041080594,0.028713018,False,True,False,True," @VOX_Valencia
",14200,23,0.0016197183098591549,220,0.015492957746478873,405,0.02852112676056338,245215,0.0731,11
37,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Muy bueno el programa de 
@telemadrid
 de 
@ruta179
 👏👏
Por cierto 
@vox_es
 es el único partido que ha presentado candidatura en todos los municipios de la Comunidad de Madrid.",muy bueno el programa de    de     por cierto    es el unico partido que ha presentado candidatura en todos los municipios de la comunidad de madrid.,positive,2,0.06454862,0.045762293,0.8896891,False,False,False,False,False,5926,10,0.0016874789065136687,87,0.014681066486668917,206,0.03476206547418157,245215,0.0731,11
38,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-13,"Los delincuentes, pandilleros y okupas saben que si VOX llega al gobierno se les acabará el chollo que les han permitido los demás durante años.

Nosotros estamos del lado de los vecinos honrados y trabajadores.","los delincuentes, pandilleros y okupas saben que si vox llega al gobierno se les acabara el chollo que les han permitido los demas durante anos.  nosotros estamos del lado de los vecinos honrados y trabajadores.",negative,0,0.9537625,0.026033353,0.020204132,False,True,False,False,False,28600,240,0.008391608391608392,382,0.013356643356643357,823,0.028776223776223776,245215,0.0731,11
39,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-13,"¿Cuento con vosotros?

📢Monasterio, contra Podemos: ""Ya saqué al de la coleta de la Ser y ahora me voy a encargar del resto""","?cuento con vosotros?  monasterio, contra podemos: ""ya saque al de la coleta de la ser y ahora me voy a encargar del resto""",negative,0,0.89721656,0.07132811,0.03145531,False,True,True,False,https://www.europapress.es/,95200,600,0.0063025210084033615,851,0.008939075630252102,2734,0.028718487394957984,245215,0.0731,11
40,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-14,"Los comunistas siempre aprovechan los momentos de debilidad del pueblo para hacerse con el poder absoluto, no lo olvidemos.","los comunistas siempre aprovechan los momentos de debilidad del pueblo para hacerse con el poder absoluto, no lo olvidemos.",negative,0,0.8615724,0.08677557,0.051652037,False,False,False,False,False,3302040,11800,0.0035735484730651354,24300,0.007359087109786677,43100,0.013052537219415876,245215,0.0731,11
41,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-14,"Monasterio (Vox), contra Podemos: ""Ya saqué al de la coleta de la Ser y ahora me voy a encargar del resto""","monasterio (vox), contra podemos: ""ya saque al de la coleta de la ser y ahora me voy a encargar del resto""",negative,0,0.807107,0.13131769,0.061575353,False,True,False,True," @europapress
",110400,167,0.0015126811594202898,308,0.002789855072463768,1441,0.013052536231884059,245215,0.0731,11
42,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Un fuerte abrazo a los familiares del fallecido anoche en el incendio del Hospital Clínico. DEP. 

Mis deseos de pronta recuperación a los afectados y mi profundo agradecimiento a los servicios de Emergencias.",un fuerte abrazo a los familiares del fallecido anoche en el incendio del hospital clinico. dep.   mis deseos de pronta recuperacion a los afectados y mi profundo agradecimiento a los servicios de emergencias.,positive,2,0.0054880716,0.0155917,0.9789202,False,True,True,False,https://okdiario.com/,48100,91,0.0018918918918918919,242,0.005031185031185031,785,0.01632016632016632,245215,0.0731,11
43,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Lluvia a San Isidro y un plan hidrológico nacional para los agricultores: ""Lo están pasando muy mal, son los grandes olvidados""","lluvia a san isidro y un plan hidrologico nacional para los agricultores: ""lo estan pasando muy mal, son los grandes olvidados""",negative,0,0.9255379,0.050737288,0.023724852,False,True,True,False,https://www.lavanguardia.com/,10900,105,0.00963302752293578,100,0.009174311926605505,227,0.020825688073394494,245215,0.0731,11
44,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Ya sabemos que el PP aquí defiende el español y critica mucho a Bildu …
Ahora exíjale a su partido que haga lo mismo en el Congreso de los Diputados 
¿Qué van a votar los diputados del PP por Madrid ante la propuesta de VOX para ilegalizar Bildu?",ya sabemos que el pp aqui defiende el espanol y critica mucho a bildu ... ahora exijale a su partido que haga lo mismo en el congreso de los diputados  ?que van a votar los diputados del pp por madrid ante la propuesta de vox para ilegalizar bildu?,negative,0,0.9588496,0.027310692,0.013839693,False,True,False,False,False,115600,252,0.002179930795847751,439,0.0037975778546712803,748,0.006470588235294118,245215,0.0731,11
45,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,"¡Feliz San Isidro! Maravillosa mañana en la pradera disfrutando de las tradiciones, la gastronomía y la alegría de los madrileños.

#VotaSeguro","!feliz san isidro! maravillosa manana en la pradera disfrutando de las tradiciones, la gastronomia y la alegria de los madrilenos.  #votaseguro",positive,2,0.008102705,0.011886343,0.980011,False,True,False,False,False,20400,65,0.0031862745098039215,157,0.007696078431372549,438,0.021470588235294116,245215,0.0731,11
46,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-15,Vox fulmina a la concejal de Parla detenida en una operación contra el narcotráfico:,vox fulmina a la concejal de parla detenida en una operacion contra el narcotrafico:,negative,0,0.8918878,0.092094004,0.016018178,False,True,True,False,https://okdiario.com/,412400,1015,0.002461202715809893,1477,0.003581474296799224,4202,0.01018913676042677,245215,0.0731,11
47,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"¡Cuento con vosotros!

#DebateTM",!cuento con vosotros!  #debatetm,positive,2,0.019615704,0.029789077,0.9505952,False,True,True,False," @madrid_vox
",33600,196,0.005833333333333334,235,0.006994047619047619,597,0.017767857142857144,245215,0.0731,11
48,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Me equivoqué, cada MENA no le cuesta a la Comunidad de Madrid 4.700€ al mes, le cuesta 6.487 € al mes; después nos dicen que no hay para el resto"".","rocio monasterio: ""me equivoque, cada mena no le cuesta a la comunidad de madrid 4.700EUR al mes, le cuesta 6.487 EUR al mes; despues nos dicen que no hay para el resto"".",negative,0,0.90600616,0.072137766,0.021856101,False,True,False,True," @paularguez
",30800,28,0.0009090909090909091,358,0.011623376623376624,753,0.024448051948051948,245215,0.0731,11
49,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. No se puede premiar al delincuente"".","rocio monasterio: ""los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. no se puede premiar al delincuente"".",negative,0,0.8865135,0.07546012,0.038026445,False,False,False,True," @paularguez
",21700,17,0.0007834101382488479,372,0.017142857142857144,1155,0.0532258064516129,245215,0.0731,11
50,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-16,¡Contad con nosotros!,!contad con nosotros!,positive,2,0.022734787,0.03413783,0.9431274,False,False,True,False, @DavidVicente_,35300,62,0.0017563739376770537,60,0.0016997167138810198,152,0.004305949008498584,245215,0.0731,11
51,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Mañana jueves os espero en Chinchón! 😘,!manana jueves os espero en chinchon!,positive,2,0.008419247,0.14651641,0.84506434,False,True,True,False,https://www.europapress.es/,28300,154,0.005441696113074205,350,0.012367491166077738,1044,0.0368904593639576,245215,0.0731,11
52,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Tal cual! 🤣🤣,!tal cual!,positive,2,0.269546,0.18814452,0.54230946,False,True,True,False," @periodistadigit
",11300,29,0.0025663716814159293,72,0.006371681415929204,211,0.018672566371681416,245215,0.0731,11
